Severity,Start_Lat,Start_Lng,Distance(mi),City,State,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Civil_Twilight,Year,Month,Date,Hour,Day,Duration
2,34.45335,-81.704239,0,Clinton,SC,61,42,29.38,10,E,3,Clear,Day,2019,Dec,25,15,Wed,45
2,34.308578,-80.964478,0,Ridgeway,SC,61,34,29.51,10,E,6,Clear,Day,2019,Dec,25,15,Wed,135
2,34.601379,-83.026428,0,Westminster,SC,61,41,29.18,10,CALM,0,Clear,Day,2019,Dec,25,16,Wed,60
2,34.92543,-81.861122,0,Spartanburg,SC,59,45,29.28,7,CALM,0,Clear,Day,2019,Dec,25,16,Wed,95
2,34.906361,-82.421379,0,Greenville,SC,57,53,29,10,CALM,0,Clear,Night,2019,Dec,25,18,Wed,75
3,33.791977,-84.39241,0,Atlanta,GA,53,61,29.22,10,CALM,0,Clear,Night,2019,Dec,25,18,Wed,121
3,33.791977,-84.39241,0,Atlanta,GA,53,61,29.22,10,CALM,0,Clear,Night,2019,Dec,25,18,Wed,128
3,33.715286,-84.304474,0,Decatur,GA,44,82,29.07,10,CALM,0,Clear,Night,2019,Dec,25,20,Wed,94
3,33.78363,-84.49556,0,Atlanta,GA,45,82,29.25,10,CALM,0,Clear,Night,2019,Dec,25,20,Wed,77
2,33.926926,-81.289993,0,Lexington,SC,43,86,29.92,10,CALM,0,Cloudy,Night,2019,Dec,25,21,Wed,63
3,30.433678,-83.62706,0,Greenville,FL,55,90,29.95,10,NE,5,Clear,Night,2019,Dec,25,5,Wed,93
2,30.395674,-83.355896,0,Madison,FL,56,72,29.83,10,E,8,Clear,Day,2019,Dec,25,8,Wed,45
2,30.284479,-81.725128,0,Jacksonville,FL,68,68,30.04,10,E,14,Cloudy,Day,2019,Dec,25,11,Wed,59
3,32.750526,-80.828598,0,Yemassee,SC,54,83,29.96,10,N,8,Clear,Night,2019,Dec,25,1,Wed,29
2,33.08448,-80.65303,0,Walterboro,SC,43,93,30.05,10,CALM,0,Clear,Night,2019,Dec,25,5,Wed,30
2,33.389336,-79.465584,0,Georgetown,SC,46,81,30.14,10,NE,5,Cloudy,Day,2019,Dec,25,9,Wed,76
2,33.487381,-80.835129,0,Orangeburg,SC,50,68,29.99,10,NE,6,Clear,Day,2019,Dec,25,9,Wed,121
2,32.931332,-80.68914,0,Walterboro,SC,43,93,30.05,10,CALM,0,Clear,Day,2019,Dec,25,10,Wed,122
2,33.549881,-80.816628,0,Orangeburg,SC,53,64,29.97,10,E,8,Clear,Day,2019,Dec,25,10,Wed,82
3,33.652176,-84.367058,0,Atlanta,GA,64,37,29,10,E,9,Cloudy,Day,2019,Dec,25,15,Wed,59
2,33.419369,-82.075386,0,Augusta,GA,65,37,29.96,10,E,5,Clear,Day,2019,Dec,25,15,Wed,60
2,32.605221,-81.16291,0,Pineland,SC,64,49,29.92,10,E,3,Clear,Day,2019,Dec,25,16,Wed,141
3,32.986938,-84.618202,3.099999905,Woodbury,GA,54,67,29.26,10,E,5,Clear,Night,2019,Dec,25,18,Wed,45
2,33.457211,-82.043198,0,Augusta,GA,53,57,29.68,10,E,3,Clear,Night,2019,Dec,25,19,Wed,30
2,33.651531,-80.802887,0,Saint Matthews,SC,46,89,29.95,9,CALM,0,Clear,Night,2019,Dec,25,20,Wed,53
2,33.08136,-80.083366,0,Moncks Corner,SC,46,100,30.07,5,CALM,0,Clear,Night,2019,Dec,25,21,Wed,105
2,38.457321,-90.525238,0,High Ridge,MO,42,73,29.42,10,CALM,0,Clear,Night,2019,Dec,25,0,Wed,60
3,38.679558,-90.211151,0,Saint Louis,MO,50,57,29.27,10,S,12,Clear,Night,2019,Dec,25,0,Wed,44
2,38.55896,-90.302361,0,Saint Louis,MO,36,86,29.5,10,S,5,Clear,Night,2019,Dec,25,1,Wed,75
3,38.506702,-90.347427,0,Saint Louis,MO,59,67,29.44,10,SE,6,Clear,Night,2019,Dec,25,18,Wed,91
3,38.507263,-90.338051,0,Saint Louis,MO,56,72,29.45,10,S,7,Clear,Night,2019,Dec,25,18,Wed,44
3,38.743942,-90.392433,0,Bridgeton,MO,62,58,29.23,10,S,12,Clear,Night,2019,Dec,25,18,Wed,92
4,38.552536,-90.278061,1.710000038,Saint Louis,MO,54,83,29.46,10,S,7,Clear,Night,2019,Dec,25,20,Wed,115
3,38.556381,-90.259865,0,Saint Louis,MO,54,83,29.46,10,S,7,Clear,Night,2019,Dec,25,20,Wed,115
2,44.44511,-94.720139,0,Fairfax,MN,31,96,28.71,2,CALM,0,Fog,Night,2019,Dec,24,22,Tue,148
3,44.862408,-93.216133,4.070000172,Minneapolis,MN,32,100,28.89,3,E,8,Cloudy,Night,2019,Dec,25,5,Wed,198
2,44.942696,-93.347923,1.120000005,Minneapolis,MN,32,100,28.89,3,E,8,Cloudy,Night,2019,Dec,25,5,Wed,194
2,43.760849,-94.994453,0,Jackson,MN,28,100,28.15,0.25,E,5,Cloudy,Night,2019,Dec,24,22,Tue,284
2,40.7757,-87.713081,0,Watseka,IL,55,77,29.23,10,S,9,Clear,Day,2019,Dec,25,16,Wed,101
3,41.104439,-100.725357,0,North Platte,NE,29,85,26.93,10,NE,7,Cloudy,Night,2019,Dec,25,19,Wed,45
3,45.067642,-93.247421,1.25999999,Minneapolis,MN,36,100,28.84,3,NE,3,Cloudy,Night,2019,Dec,25,0,Wed,324
2,45.03231,-93.399292,0.140000001,Minneapolis,MN,35,89,28.88,4,NE,5,Cloudy,Night,2019,Dec,25,1,Wed,134
3,45.01202,-93.090797,0.75,Saint Paul,MN,35,89,29.08,4,N,3,Cloudy,Night,2019,Dec,25,1,Wed,195
2,45.034279,-93.399277,0.140000001,Minneapolis,MN,34,92,28.86,3,E,6,Cloudy,Night,2019,Dec,25,3,Wed,75
2,45.369663,-92.898941,0.649999976,Chisago City,MN,34,100,28.87,4,E,6,Cloudy,Night,2019,Dec,25,3,Wed,280
2,45.219009,-93.425018,0.349999994,Anoka,MN,36,100,28.8,2,E,8,Fog,Night,2019,Dec,25,6,Wed,153
2,45.008598,-94.506859,0,Litchfield,MN,34,100,28.56,0.25,NE,6,Fog,Night,2019,Dec,25,6,Wed,210
3,44.965855,-93.269676,0,Minneapolis,MN,31,100,28.87,1,E,13,Fog,Day,2019,Dec,25,11,Wed,179
2,45.199619,-92.77047,0,Marine on Saint Croix,MN,36,100,28.85,5,E,7,Cloudy,Night,2019,Dec,25,17,Wed,105
3,45.054047,-93.122879,0,Saint Paul,MN,36,100,28.8,3,E,7,Cloudy,Night,2019,Dec,25,18,Wed,199
2,38.940601,-94.582504,0,Kansas City,MO,53,55,29,10,S,12,Clear,Night,2019,Dec,25,1,Wed,90
3,38.777985,-90.388947,0,Hazelwood,MO,43,71,29.27,10,E,5,Cloudy,Night,2019,Dec,25,1,Wed,90
2,38.95364,-94.540115,0,Kansas City,MO,47,80,28.74,10,S,12,Clear,Day,2019,Dec,25,7,Wed,116
3,39.095772,-94.55619,0,Kansas City,MO,62,48,28.93,10,S,13,Clear,Night,2019,Dec,25,18,Wed,106
3,46.663334,-92.477158,13.06000042,Carlton,MN,32,93,28.43,0.5,E,12,Fog,Day,2019,Dec,25,9,Wed,180
2,41.742432,-88.074043,0,Naperville,IL,37,99,29.19,7,S,7,Clear,Night,2019,Dec,25,0,Wed,60
2,42.019211,-88.267281,0,Elgin,IL,35,92,29.07,8,S,6,Clear,Day,2019,Dec,25,7,Wed,58
3,41.651611,-93.58091,0,Des Moines,IA,57,51,28.75,10,S,12,Clear,Day,2019,Dec,25,12,Wed,30
3,41.584148,-87.682243,0,Hazel Crest,IL,57,62,29.23,10,S,12,Clear,Day,2019,Dec,25,12,Wed,44
2,42.0546,-87.838158,0,Niles,IL,55,74,29.12,10,S,9,Cloudy,Night,2019,Dec,25,17,Wed,68
2,29.419821,-98.536057,0,San Antonio,TX,46,88,29.17,8,CALM,0,Clear,Night,2019,Dec,25,3,Wed,45
2,29.591667,-98.352081,0,San Antonio,TX,43,100,29.12,0.63,N,5,Fog,Night,2019,Dec,25,6,Wed,29
3,29.423311,-98.422562,0,San Antonio,TX,64,78,29.27,10,E,6,Cloudy,Night,2019,Dec,25,19,Wed,65
2,30.176735,-97.638504,0,Del Valle,TX,48,77,29.38,10,S,5,Clear,Night,2019,Dec,25,0,Wed,44
2,30.423965,-97.588974,0,Pflugerville,TX,48,76,29.29,10,S,8,Clear,Night,2019,Dec,25,0,Wed,74
2,30.19702,-97.692627,0,Austin,TX,40,89,29.38,10,CALM,0,Clear,Night,2019,Dec,25,1,Wed,60
3,32.773918,-97.319092,0,Fort Worth,TX,51,66,29.18,10,S,7,Clear,Night,2019,Dec,25,1,Wed,89
2,30.300236,-97.648247,1.24000001,Austin,TX,40,93,29.36,9,CALM,0,Clear,Night,2019,Dec,25,4,Wed,74
2,30.35248,-97.723221,0.709999979,Austin,TX,49,83,29.23,9,CALM,0,Cloudy,Night,2019,Dec,25,4,Wed,45
2,30.370338,-97.712746,0,Austin,TX,49,83,29.23,9,CALM,0,Cloudy,Night,2019,Dec,25,5,Wed,60
2,30.188,-97.75367,0,Austin,TX,46,96,29.36,0.5,CALM,0,Fog,Night,2019,Dec,25,5,Wed,75
2,30.25955,-97.753479,0.699999988,Austin,TX,52,93,29.24,0.25,CALM,0,Fog,Night,2019,Dec,25,6,Wed,117
3,35.525921,-97.529701,0,Oklahoma City,OK,71,29,28.43,10,S,14,Clear,Day,2019,Dec,25,13,Wed,61
3,35.402447,-97.288811,0,Oklahoma City,OK,69,30,28.44,10,S,15,Clear,Day,2019,Dec,25,14,Wed,142
2,35.435181,-97.574471,0,Oklahoma City,OK,66,37,28.44,10,S,15,Cloudy,Day,2019,Dec,25,16,Wed,98
3,32.666721,-97.239166,0.639999986,Fort Worth,TX,64,68,29.17,10,S,12,Clear,Day,2019,Dec,25,16,Wed,80
2,32.718388,-97.287277,0,Fort Worth,TX,59,78,29.16,10,S,9,Clear,Night,2019,Dec,25,18,Wed,66
2,30.224136,-97.765717,0,Austin,TX,63,75,29.23,10,NE,3,Cloudy,Night,2019,Dec,25,18,Wed,29
2,32.837196,-96.951294,0,Irving,TX,61,70,29.26,10,S,8,Clear,Night,2019,Dec,25,18,Wed,67
2,30.40789,-97.674751,0,Austin,TX,58,87,29.26,8,CALM,0,Cloudy,Night,2019,Dec,25,21,Wed,60
3,30.45756,-91.175331,0,Baton Rouge,LA,52,93,29.93,10,S,3,Clear,Night,2019,Dec,25,1,Wed,30
3,30.346817,-91.029877,0,Baton Rouge,LA,67,76,29.97,10,E,8,Cloudy,Day,2019,Dec,25,11,Wed,140
2,30.457781,-91.066292,0,Baton Rouge,LA,63,93,29.95,3,E,5,Rain,Night,2019,Dec,25,18,Wed,47
2,30.47147,-91.093842,0,Baton Rouge,LA,63,93,29.95,2,E,6,Rain,Night,2019,Dec,25,19,Wed,78
2,30.49361,-91.124893,0,Baton Rouge,LA,63,93,29.95,2,E,6,Rain,Night,2019,Dec,25,19,Wed,79
2,30.466261,-91.010033,0,Baton Rouge,LA,63,93,29.95,2,E,6,Rain,Night,2019,Dec,25,19,Wed,96
2,30.502344,-91.131226,0,Baton Rouge,LA,63,93,29.95,2,E,6,Rain,Night,2019,Dec,25,19,Wed,95
2,30.521433,-91.145409,0,Baton Rouge,LA,63,93,29.95,2,E,6,Rain,Night,2019,Dec,25,19,Wed,95
3,30.445475,-91.179199,0,Baton Rouge,LA,62,93,29.97,6,CALM,0,Cloudy,Night,2019,Dec,25,23,Wed,29
2,31.54051,-87.908562,0,Jackson,AL,59,83,29.77,10,CALM,0,Clear,Night,2019,Dec,25,18,Wed,30
2,36.11425,-96.011368,0,Tulsa,OK,47,74,29.2,10,S,6,Clear,Night,2019,Dec,25,0,Wed,29
2,32.676506,-96.857071,0,Dallas,TX,48,71,29.17,10,E,6,Clear,Night,2019,Dec,25,5,Wed,90
2,32.841991,-96.775459,0,Dallas,TX,52,63,29.4,10,S,7,Cloudy,Night,2019,Dec,25,5,Wed,74
3,32.658062,-96.735542,0.970000029,Dallas,TX,48,71,29.19,10,S,6,Clear,Day,2019,Dec,25,7,Wed,148
3,32.817638,-96.871048,0,Dallas,TX,50,71,29.42,10,S,7,Cloudy,Day,2019,Dec,25,7,Wed,43
2,32.70396,-96.832451,0,Dallas,TX,70,38,29.15,10,S,15,Clear,Day,2019,Dec,25,14,Wed,30
2,32.934422,-96.751953,0,Dallas,TX,66,52,29.21,10,S,14,Clear,Day,2019,Dec,25,17,Wed,107
3,32.720558,-96.827477,0,Dallas,TX,59,78,29.2,10,SW,5,Clear,Night,2019,Dec,25,20,Wed,30
2,35.051971,-89.940353,0.550000012,Memphis,TN,45,93,29.65,10,CALM,0,Cloudy,Night,2019,Dec,25,4,Wed,59
3,35.078365,-90.053726,0,Memphis,TN,61,75,29.68,10,S,6,Cloudy,Day,2019,Dec,25,9,Wed,113
3,35.103065,-89.870171,0,Memphis,TN,64,77,29.57,10,CALM,0,Cloudy,Day,2019,Dec,25,16,Wed,134
3,30.005533,-90.292343,0,Saint Rose,LA,65,78,30.01,10,E,5,Cloudy,Day,2019,Dec,25,17,Wed,29
3,30.010061,-90.238922,0,Kenner,LA,64,84,30.01,10,CALM,0,Cloudy,Day,2019,Dec,25,17,Wed,93
2,33.174229,-87.475052,0,Tuscaloosa,AL,49,83,29.85,10,N,3,Clear,Night,2019,Dec,25,2,Wed,30
2,33.165249,-87.547287,0,Tuscaloosa,AL,84,34,29.95,10,VAR,6,Clear,Day,2019,Dec,25,10,Wed,46
2,30.44714,-87.229065,0,Pensacola,FL,67,63,29.94,10,E,8,Clear,Day,2019,Dec,25,11,Wed,44
3,36.115826,-86.773796,0,Nashville,TN,58,72,29.42,10,S,3,Cloudy,Night,2019,Dec,25,18,Wed,30
3,36.10207,-86.765472,0,Nashville,TN,58,72,29.42,10,S,3,Cloudy,Night,2019,Dec,25,18,Wed,82
3,36.039375,-86.782333,0,Brentwood,TN,58,72,29.42,10,S,3,Cloudy,Night,2019,Dec,25,18,Wed,85
2,32.75322,-86.88739,0,Maplesville,AL,55,86,29.49,10,CALM,0,Clear,Night,2019,Dec,25,19,Wed,30
3,35.911083,-87.613075,0,Mc Ewen,TN,61,81,29.42,10,S,5,Clear,Night,2019,Dec,25,19,Wed,93
3,33.52013,-86.816963,0,Birmingham,AL,57,64,29.44,10,E,5,Cloudy,Night,2019,Dec,25,22,Wed,44
2,32.19231,-86.117439,4.179999828,Pike Road,AL,50,100,29.29584917,7,N,5,Clear,Night,2019,Dec,25,4,Wed,59
3,32.040604,-86.034203,0,Grady,AL,71,51,29.64,10,SE,10,Clear,Day,2019,Dec,25,13,Wed,59
2,34.231251,-86.49411,0,Blountsville,AL,66,60,29.38,10,S,6,Cloudy,Day,2019,Dec,25,14,Wed,92
3,32.068649,-86.485619,0,Letohatchee,AL,72,48,29.81,10,E,10,Clear,Day,2019,Dec,25,14,Wed,139
2,32.802822,-86.580803,0,Clanton,AL,58,81,29.48,10,CALM,0,Clear,Night,2019,Dec,25,17,Wed,97
3,33.611805,-85.781563,0,Oxford,AL,56,72,29.45,10,E,5,Clear,Night,2019,Dec,25,17,Wed,129
3,32.655354,-86.499153,0,Deatsville,AL,72,47,29.29584917,10,E,7,Clear,Night,2019,Dec,25,20,Wed,112
3,32.479179,-93.779533,0,Shreveport,LA,49,86,29.78,10,CALM,0,Clear,Night,2019,Dec,25,5,Wed,37
2,29.721464,-95.520325,0,Houston,TX,55,83,29.89,10,SE,6,Clear,Night,2019,Dec,25,0,Wed,75
2,29.64995,-95.216202,0,Houston,TX,55,83,29.89,10,SE,6,Clear,Night,2019,Dec,25,0,Wed,60
2,29.636955,-95.339394,0,Houston,TX,55,83,29.89,10,SE,6,Clear,Night,2019,Dec,25,1,Wed,60
2,29.65325,-95.446587,0,Houston,TX,55,83,29.89,10,SE,6,Clear,Night,2019,Dec,25,1,Wed,75
2,29.814951,-95.374031,0.389999986,Houston,TX,54,83,29.9,10,W,3,Clear,Night,2019,Dec,25,1,Wed,29
2,29.747498,-95.53846,0,Houston,TX,51,92,29.92,7,W,8,Cloudy,Night,2019,Dec,25,2,Wed,45
2,29.747454,-95.586594,0.579999983,Houston,TX,49,97,29.88,3,CALM,0,Clear,Night,2019,Dec,25,3,Wed,91
2,29.569658,-95.168884,0,Webster,TX,52,88,29.93,8,W,3,Cloudy,Night,2019,Dec,25,3,Wed,75
3,29.695673,-95.299385,0,Houston,TX,51,92,29.92,7,W,8,Cloudy,Night,2019,Dec,25,3,Wed,29
3,29.676029,-95.380898,0,Houston,TX,51,92,29.92,7,CALM,0,Cloudy,Night,2019,Dec,25,3,Wed,77
2,29.82515,-95.365669,0,Houston,TX,51,92,29.92,7,CALM,0,Cloudy,Night,2019,Dec,25,4,Wed,60
3,29.783894,-95.339828,0,Houston,TX,50,89,29.92,7,CALM,0,Cloudy,Night,2019,Dec,25,4,Wed,29
2,29.77606,-95.232162,0,Houston,TX,49,90,29.91,1,CALM,0,Clear,Night,2019,Dec,25,5,Wed,60
2,29.674633,-95.560425,0,Houston,TX,47,100,29.87,4,NE,3,Clear,Night,2019,Dec,25,5,Wed,75
2,29.612095,-95.223015,0,Houston,TX,48,93,29.92,6,CALM,0,Cloudy,Night,2019,Dec,25,5,Wed,75
3,29.76536,-95.348106,1.149999976,Houston,TX,50,89,29.92,5,CALM,0,Cloudy,Day,2019,Dec,25,6,Wed,44
2,29.747574,-95.557854,0,Houston,TX,50,89,29.92,5,CALM,0,Cloudy,Day,2019,Dec,25,7,Wed,90
2,30.637472,-95.508522,0,Huntsville,TX,71,53,29.53,10,SW,5,Clear,Day,2019,Dec,25,15,Wed,117
2,29.864527,-95.332802,0,Houston,TX,68,65,29.81,10,E,10,Cloudy,Day,2019,Dec,25,17,Wed,78
2,29.998915,-95.768852,0,Cypress,TX,64,68,29.78,10,SE,3,Clear,Night,2019,Dec,25,18,Wed,63
2,29.8437,-95.473312,1.149999976,Houston,TX,61,87,29.92,10,SE,10,Cloudy,Night,2019,Dec,25,18,Wed,30
2,29.707161,-95.500954,0,Houston,TX,61,87,29.92,10,SE,10,Cloudy,Night,2019,Dec,25,18,Wed,30
3,29.743658,-95.363037,0,Houston,TX,61,87,29.92,10,SE,10,Cloudy,Night,2019,Dec,25,18,Wed,60
3,29.685923,-95.277824,0,Houston,TX,61,87,29.92,10,SE,10,Cloudy,Night,2019,Dec,25,19,Wed,127
2,29.612801,-95.493378,0,Houston,TX,57,99,29.92,7,SE,3,Clear,Night,2019,Dec,25,19,Wed,145
3,29.785009,-95.60643,0,Houston,TX,60,93,29.89,10,SE,6,Clear,Night,2019,Dec,25,20,Wed,96
2,29.814087,-95.45929,0,Houston,TX,59,90,29.94,7,SE,6,Cloudy,Night,2019,Dec,25,20,Wed,63
3,29.69763,-95.288788,0,Houston,TX,57,93,29.95,4,SE,6,Cloudy,Night,2019,Dec,25,22,Wed,81
2,29.870831,-95.417374,0,Houston,TX,58,93,29.89,4,S,3,Clear,Night,2019,Dec,25,22,Wed,45
3,37.602924,-113.16153,0,Cedar City,UT,28,96,24.19,10,S,8,Cloudy,Night,2019,Dec,25,7,Wed,90
3,37.482327,-113.220795,0,New Harmony,UT,28,100,24.28,10,W,5,Cloudy,Night,2019,Dec,25,20,Wed,45
2,39.6604,-104.998497,0,Englewood,CO,54,21,23.83,10,W,15,Cloudy,Day,2019,Dec,25,12,Wed,106
3,40.211411,-111.661301,1.950000048,Provo,UT,35,96,25.18,10,NW,7,Snow,Night,2019,Dec,25,0,Wed,59
3,40.233124,-111.683212,0,Provo,UT,32,96,25.2,1,SE,6,Snow,Night,2019,Dec,25,3,Wed,59
3,40.587475,-111.900688,0,Sandy,UT,38,76,25.54,10,W,8,Cloudy,Day,2019,Dec,25,15,Wed,105
3,40.627884,-111.904427,0,Midvale,UT,35,92,25.56,1,W,6,Snow,Day,2019,Dec,25,17,Wed,42
3,40.774963,-111.46846,0,Park City,UT,50.83377255,79.17379788,29.29584917,8.074134635,E,6.708214721,Cloudy,Night,2019,Dec,25,4,Wed,275
3,41.068565,-111.267136,0,Coalville,UT,50.83377255,79.17379788,29.29584917,8.074134635,E,6.708214721,Cloudy,Night,2019,Dec,25,19,Wed,60
2,33.445259,-111.856468,0,Mesa,AZ,54,75,28.68,10,W,6,Cloudy,Night,2019,Dec,24,23,Tue,59
3,35.264706,-112.049538,21.55999947,Williams,AZ,28,88,22.99,10,W,9,Cloudy,Night,2019,Dec,24,23,Tue,119
2,33.622849,-111.927834,0,Scottsdale,AZ,49,90,28.25,10,SE,3,Cloudy,Night,2019,Dec,25,4,Wed,30
2,33.503201,-112.043671,0,Phoenix,AZ,50,86,28.74,10,CALM,0,Rain,Day,2019,Dec,25,7,Wed,45
2,33.287281,-111.859009,0,Chandler,AZ,50,100,28.63,2,W,14,Rain,Day,2019,Dec,25,9,Wed,108
2,33.669086,-112.134659,0,Glendale,AZ,47,93,28.36,6,W,5,Rain,Day,2019,Dec,25,9,Wed,60
2,33.667686,-111.959686,0,Phoenix,AZ,48,83,28.33,9,N,5,Rain,Day,2019,Dec,25,10,Wed,30
3,35.186138,-111.710182,4.619999886,Flagstaff,AZ,27,92,23.06,10,SW,12,Cloudy,Day,2019,Dec,25,10,Wed,76
3,33.434742,-112.037712,0,Phoenix,AZ,50,89,28.76,10,E,10,Cloudy,Day,2019,Dec,25,11,Wed,105
3,33.434742,-112.037712,0,Phoenix,AZ,50,89,28.76,10,E,10,Cloudy,Day,2019,Dec,25,11,Wed,45
3,33.434742,-112.037712,0,Phoenix,AZ,50,89,28.76,10,E,10,Cloudy,Day,2019,Dec,25,12,Wed,59
3,35.089794,-111.686089,0,Flagstaff,AZ,28,85,23.04,10,W,8,Cloudy,Day,2019,Dec,25,16,Wed,60
2,31.752256,-106.34568,0,El Paso,TX,37,93,26.03,10,CALM,0,Clear,Night,2019,Dec,25,6,Wed,103
3,45.125679,-122.810066,6,Woodburn,OR,39,89,29.64,10,CALM,0,Cloudy,Night,2019,Dec,24,21,Tue,196
3,47.191353,-122.46225,0,Tacoma,WA,36,79.17379788,29.47,5,CALM,0,Cloudy,Night,2019,Dec,24,23,Tue,44
3,47.240894,-122.358223,0,Tacoma,WA,37,79.17379788,29.62,10,CALM,0,Cloudy,Day,2019,Dec,25,10,Wed,53
2,47.87249,-122.007889,0,Monroe,WA,42,70,29.34,10,N,5,Cloudy,Day,2019,Dec,25,13,Wed,115
3,48.210346,-122.215981,0,Arlington,WA,37,86,29.92,10,CALM,0,Cloudy,Day,2019,Dec,25,16,Wed,45
2,45.51833,-122.562309,0,Portland,OR,39,82,29.82,10,E,9,Rain,Night,2019,Dec,25,3,Wed,45
2,38.954788,-119.765221,0,Minden,NV,25,72,23.59,10,S,10,Cloudy,Night,2019,Dec,25,2,Wed,224
3,39.420792,-120.03347,1.149999976,Floriston,CA,21,93,23.94,10,CALM,0,Cloudy,Night,2019,Dec,25,6,Wed,127
2,37.0797,-119.334381,0,Shaver Lake,CA,48,80,29.61,10,SE,12,Cloudy,Day,2019,Dec,25,9,Wed,121
3,39.396587,-119.758041,0,Reno,NV,37,52,25.37,10,E,6,Cloudy,Night,2019,Dec,25,18,Wed,120
2,37.980042,-121.746063,0.689999998,Antioch,CA,50,76,29.84,10,S,6,Cloudy,Night,2019,Dec,24,22,Tue,105
3,38.120399,-122.23027,0.930000007,Vallejo,CA,44,93,29.85,10,E,3,Cloudy,Night,2019,Dec,24,22,Tue,44
3,37.320969,-121.899612,0.899999976,San Jose,CA,47,83,29.85,10,S,9,Rain,Night,2019,Dec,24,22,Tue,29
2,37.145073,-121.984749,0,Los Gatos,CA,47,83,29.85,10,S,9,Rain,Night,2019,Dec,24,22,Tue,75
3,37.164249,-121.990517,0,Los Gatos,CA,47,83,29.84,10,SE,7,Cloudy,Night,2019,Dec,24,23,Tue,136
3,38.02211,-122.263451,0.319999993,Hercules,CA,49,77,29.81,10,S,7,Cloudy,Night,2019,Dec,25,0,Wed,30
2,38.652431,-121.073387,1.649999976,El Dorado Hills,CA,41,93,29.78,10,SE,7,Cloudy,Night,2019,Dec,25,0,Wed,74
2,37.579483,-122.323494,0,San Mateo,CA,48,83,29.83,10,SE,10,Cloudy,Night,2019,Dec,25,4,Wed,90
2,38.721478,-120.831657,0,Placerville,CA,36,87,27.16,10,SE,6,Cloudy,Night,2019,Dec,25,5,Wed,166
3,37.826202,-122.268204,0,Oakland,CA,48,89,29.85,10,E,9,Rain,Night,2019,Dec,25,5,Wed,59
2,37.143421,-121.984917,0,Los Gatos,CA,46,86,29.81,9,S,13,Rain,Night,2019,Dec,25,6,Wed,30
3,37.731361,-122.423836,0,San Francisco,CA,49,80,29.84,10,SE,12,Cloudy,Night,2019,Dec,25,6,Wed,119
2,39.022919,-122.453621,0,Clearlake,CA,43,93,29.7,10,CALM,0,Cloudy,Day,2019,Dec,25,7,Wed,75
2,37.72678,-120.839828,0,Oakdale,CA,44,89,29.8,9,S,3,Rain,Day,2019,Dec,25,7,Wed,45
2,37.49509,-122.229004,0,Redwood City,CA,45,100,29.85,10,S,6,Cloudy,Day,2019,Dec,25,7,Wed,60
2,37.484413,-122.184334,0,Redwood City,CA,45,100,29.85,10,S,6,Cloudy,Day,2019,Dec,25,7,Wed,30
2,37.484413,-122.184334,0,Redwood City,CA,45,100,29.85,10,S,6,Cloudy,Day,2019,Dec,25,8,Wed,75
2,37.841362,-122.29705,0,Emeryville,CA,49,83,29.85,10,E,13,Cloudy,Day,2019,Dec,25,8,Wed,59
2,37.422779,-120.766617,1.480000019,Delhi,CA,45,100,29.71,7,SE,8,Cloudy,Day,2019,Dec,25,8,Wed,60
2,38.560638,-121.463547,0,Sacramento,CA,46,86,29.88,10,E,6,Rain,Day,2019,Dec,25,8,Wed,60
2,37.145073,-121.984749,0,Los Gatos,CA,47,83,29.81,10,SE,15,Cloudy,Day,2019,Dec,25,9,Wed,45
3,39.282406,-120.70649,0,Alta,CA,27,92,24.54,1,VAR,3,Snow,Day,2019,Dec,25,9,Wed,91
3,37.823952,-122.308617,0,Oakland,CA,49,83,29.85,10,E,13,Cloudy,Day,2019,Dec,25,9,Wed,45
2,37.420853,-122.092361,0,Mountain View,CA,50.83377255,79.17379788,29.29584917,8.074134635,E,6.708214721,Cloudy,Day,2019,Dec,25,9,Wed,60
2,37.908085,-121.224396,0,Stockton,CA,50,80,29.88,10,S,13,Cloudy,Day,2019,Dec,25,10,Wed,77
2,37.143726,-121.98484,0,Los Gatos,CA,49,77,29.81,10,SE,15,Cloudy,Day,2019,Dec,25,10,Wed,44
2,38.563591,-121.471603,0.280000001,Sacramento,CA,47,83,29.9,10,SE,6,Cloudy,Day,2019,Dec,25,10,Wed,135
3,37.775558,-122.405807,0,San Francisco,CA,50,77,29.83,10,E,9,Cloudy,Day,2019,Dec,25,10,Wed,44
2,37.362431,-121.917801,1.399999976,San Jose,CA,51,74,29.75,10,SE,14,Cloudy,Day,2019,Dec,25,12,Wed,44
3,37.808491,-122.367348,0,San Francisco,CA,53,64,29.71,10,E,17,Cloudy,Night,2019,Dec,25,18,Wed,30
2,37.145073,-121.984749,0,Los Gatos,CA,53,61,29.65,10,E,10,Cloudy,Night,2019,Dec,25,18,Wed,180
3,37.637684,-121.343369,0,Tracy,CA,50,68,29.74,10,N,7,Cloudy,Night,2019,Dec,25,19,Wed,119
2,37.696411,-117.236092,8.319999695,Goldfield,NV,50.83377255,79.17379788,24.42,10,N,8,Cloudy,Day,2019,Dec,25,10,Wed,72
2,37.968449,-122.51989,0,San Rafael,CA,45,100,29.77,8,E,5,Cloudy,Night,2019,Dec,25,1,Wed,44
